bookid,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,publication_date_valid,primary_author,publication_year,publication_month,rating_bucket,review_to_rating_ratio
34222,H.G. Wells' The War of the Worlds (Graphic Novel),Ian Edginton/D'Israeli,3.87,1593074743,9781593074746,eng,70.0,367,23.0,2006-04-19,Dark Horse,True,Ian Edginton,2006.0,4.0,3-4,0.06267029972752043
34224,New Complete Guide to Sewing,Reader's Digest Association,4.23,0762104201,9780762104208,eng,384.0,420,37.0,2002-10-24,Readers Digest.,True,Reader's Digest Association,2002.0,10.0,4-4.5,0.0880952380952381
34227,A Reader's Digest Songbook: Remembering Yesterday's Hits,William L. Simon,4.38,0895772493,9780895772497,eng,12.0,13,0.0,1987-10-01,Reader's Digest Association,True,William L. Simon,1987.0,10.0,4-4.5,0.0
34229,Complete Guide to the Bible,Reader's Digest Association,4.58,0762100737,9780762100736,eng,448.0,12,3.0,1998-08-24,Readers Digest,True,Reader's Digest Association,1998.0,8.0,4.5-5,0.25
34241,焼きたて!!ジャぱん 1,Takashi Hashiguchi/橋口 たかし,3.97,4091263917,9784091263919,jpn,187.0,6,0.0,2002-03-18,小学館,True,Takashi Hashiguchi,2002.0,3.0,3-4,0.0
34247,200 Quilt Blocks: To Mix and Match,Davina Thomas,4.09,0896892026,9780896892026,eng,128.0,5,0.0,2005-10-01,Krause Publications,True,Davina Thomas,2005.0,10.0,4-4.5,0.0
34251,The Girl in the Glass,Jeffrey Ford,3.72,0060936193,9780060936198,eng,304.0,785,126.0,2005-08-16,William Morrow Paperbacks,True,Jeffrey Ford,2005.0,8.0,3-4,0.16050955414012738
34262,Peter and the Starcatchers (Peter and the Starcatchers  #1),Dave Barry/Ridley Pearson/Greg Call,4.03,078684907X,9780786849079,eng,452.0,66017,4284.0,2006-05-01,Disney-Hyperion,True,Dave Barry,2006.0,5.0,4-4.5,0.06489237620612873
34264,Peter Pan in Scarlet,Geraldine McCaughrean/Scott M. Fischer,3.55,1416918086,9781416918080,eng,307.0,5421,360.0,2006-10-05,Margaret K. McElderry Books,True,Geraldine McCaughrean,2006.0,10.0,3-4,0.06640841173215274
34266,It's All Too Much: An Easy Plan for Living a Richer Life with Less Stuff,Peter Walsh,3.85,0743292642,9780743292641,eng,230.0,4644,672.0,2007-01-01,Free Press,True,Peter Walsh,2007.0,1.0,3-4,0.14470284237726097
34268,Peter Pan,J.M. Barrie/Michael Hague,4.08,0805072454,9780805072457,eng,176.0,213538,5609.0,2003-10-01,Henry Holt and Co.,True,J.M. Barrie,2003.0,10.0,4-4.5,0.026266987608762844
34270,The Callahan Chronicals (Callahan's #1-3),Spider Robinson,4.31,0812539370,9780812539370,eng,416.0,2326,93.0,1997-10-15,Tor,True,Spider Robinson,1997.0,10.0,4-4.5,0.03998280309544282
34281,The Pinhoe Egg  (Chrestomanci  #6),Diana Wynne Jones,4.06,0061131245,9780061131240,eng,515.0,6899,327.0,2006-10-03,Greenwillow Books,True,Diana Wynne Jones,2006.0,10.0,4-4.5,0.04739817364835484
34284,The Chronicles of Chrestomanci  Vol. 1 (Chrestomanci  #1-2),Diana Wynne Jones,4.21,006447268X,9780064472685,eng,598.0,13864,391.0,2007-04-10,Greenwillow Books,True,Diana Wynne Jones,2007.0,4.0,4-4.5,0.028202538949798038
34288,The Time of the Ghost,Diana Wynne Jones,3.66,0064473546,9780064473545,eng,291.0,2122,123.0,1981-01-01,HarperTrophy,True,Diana Wynne Jones,1981.0,1.0,3-4,0.05796418473138549
34295,Whitethorn Woods,Maeve Binchy,3.61,0307265781,9780307265784,eng,339.0,11498,1016.0,2007-03-06,Knopf Publishing Group,True,Maeve Binchy,2007.0,3.0,3-4,0.08836319359888677
34296,The Builders,Maeve Binchy,3.97,1902602684,9781902602684,eng,87.0,664,82.0,2006-11-01,New Island Books,True,Maeve Binchy,2006.0,11.0,3-4,0.12349397590361445
34298,Dublin 4,Maeve Binchy,3.64,0099498588,9780099498582,eng,256.0,2155,59.0,2006-05-04,Arrow,True,Maeve Binchy,2006.0,5.0,3-4,0.027378190255220418
34299,Victoria Line  Central Line,Maeve Binchy,3.6,0099498634,9780099498636,eng,432.0,957,53.0,2006-07-06,Arrow,True,Maeve Binchy,2006.0,7.0,3-4,0.055381400208986416
34301,Echoes,Maeve Binchy,3.8,0440122090,9780440122098,eng,496.0,9434,455.0,1997-02-10,Dell Publishing Company,True,Maeve Binchy,1997.0,2.0,3-4,0.048229807080771674
34303,Firefly Summer,Maeve Binchy,3.91,0099498669,9780099498667,eng,928.0,10463,290.0,2006-08-03,Arrow,True,Maeve Binchy,2006.0,8.0,3-4,0.027716716047022843
34307,Aches & Pains,Maeve Binchy/Wendy Shea,3.53,0385335105,9780385335102,eng,99.0,356,30.0,2000-06-13,Delacorte Press,True,Maeve Binchy,2000.0,6.0,3-4,0.08426966292134831
34310,The Glass Lake,Maeve Binchy,3.93,0752876872,9780752876870,eng,704.0,17624,670.0,2005-06-29,The Orion Publishing Group Ltd,True,Maeve Binchy,2005.0,6.0,3-4,0.038016341352700864
34312,The Copper Beech,Maeve Binchy,3.91,0752876813,9780752876818,eng,407.0,18720,386.0,2005-06-01,Orion,True,Maeve Binchy,2005.0,6.0,3-4,0.02061965811965812
34317,Dr. Jekyll and Mr. Hyde (Bullseye Chillers),Kate McMullan/Paul Van Munching/Glenn Dean/Kate McCullan/Robert Louis Stevenson,3.81,0394863658,9780394863658,eng,96.0,30,4.0,1984-02-12,Random House Books for Young Readers,True,Kate McMullan,1984.0,2.0,3-4,0.13333333333333333
34318,Harry Potter and the Sorcerer's Stone (Harry Potter  #1),J.K. Rowling/Mary GrandPré,4.47,0786222727,9780786222728,eng,424.0,147,13.0,1999-11-12,Thorndike Press Large Print,True,J.K. Rowling,1999.0,11.0,4-4.5,0.08843537414965986
34319,Code Word Kangaroo (Adam Sharp #6),George E. Stanley/Guy Francis,4.14,0375826890,9780375826894,eng,48.0,5,0.0,2004-09-28,Random House Books for Young Readers,True,George E. Stanley,2004.0,9.0,4-4.5,0.0
34320,Operation Spy School (Adam Sharp  #4),George E. Stanley/Guy Francis,3.8,0375824049,9780375824043,eng,44.0,0,0.0,2003-09-23,Random House Books for Young Readers,True,George E. Stanley,2003.0,9.0,3-4,
34321,The Empty Envelope (A to Z Mysteries  #5),Ron Roy/John Steven Gurney,4.06,0679890548,9780679890546,eng,96.0,82,12.0,2009-09-09,Random House Books for Young Readers,True,Ron Roy,2009.0,9.0,4-4.5,0.14634146341463414
34324,The School Skeleton (A to Z Mysteries  #19),Ron Roy/John Steven Gurney,3.99,0375813683,9780375813689,eng,96.0,1844,70.0,2003-01-28,Random House Books for Young Readers,True,Ron Roy,2003.0,1.0,3-4,0.03796095444685466
34325,Moose Master (Adam Sharp #5),George E. Stanley/Guy Francis,4.12,0375826882,9780375826887,eng,48.0,12,2.0,2004-04-27,Random House Books for Young Readers,True,George E. Stanley,2004.0,4.0,4-4.5,0.16666666666666666
34327,La Biblia de los Critales: Guia definitiva de los cristales (Cuerpo-Mente),Judy Hall,4.38,8484451143,9788484451143,spa,383.0,6,0.0,2006-01-01,Gaia Books,True,Judy Hall,2006.0,1.0,4-4.5,0.0
34343,Eva Hesse Drawing,Catherine de Zegher/Elisabeth Sussman,4.55,0300116187,9780300116182,eng,344.0,51,6.0,2006-12-28,Yale University Press,True,Catherine de Zegher,2006.0,12.0,4.5-5,0.11764705882352941
34385,Inferno,Dante Alighieri/Anthony M. Esolen,4.0,034548357X,9780345483577,eng,560.0,219,25.0,2005-10-25,Modern Library,True,Dante Alighieri,2005.0,10.0,3-4,0.1141552511415525
34407,The Pirates Laffite: The Treacherous World of the Corsairs of the Gulf,William C. Davis,3.5,0156032597,9780156032599,eng,756.0,217,37.0,2006-05-01,Mariner Books,True,William C. Davis,2006.0,5.0,3-4,0.17050691244239632
34420,Wither (Wendy Ward  #1),J.G. Passarella,3.71,0671024817,9780671024819,eng,438.0,545,40.0,2000-03-01,Pocket Books,True,J.G. Passarella,2000.0,3.0,3-4,0.07339449541284404
34426,Howl's Moving Castle Film Comic  Vol. 1,Hayao Miyazaki/Diana Wynne Jones,4.41,1421500914,9781421500911,eng,176.0,847,40.0,2005-08-02,VIZ Media LLC,True,Hayao Miyazaki,2005.0,8.0,4-4.5,0.047225501770956316
34427,Howl's Moving Castle Picture Book (Howl's Moving Castle Film Comics  #1),Hayao Miyazaki/Diana Wynne Jones,4.41,1421500906,9781421500904,eng,184.0,1696,86.0,2005-09-01,VIZ Media LLC,True,Hayao Miyazaki,2005.0,9.0,4-4.5,0.05070754716981132
34435,The Theban Plays: Antigone  King Oidipous & Oidipous at Colonus (Focus Classical Library),Sophocles/Ruby Blondell,3.97,1585100374,9781585100378,eng,248.0,57,3.0,2001-12-01,Focus,True,Sophocles,2001.0,12.0,3-4,0.05263157894736842
34436,The Complete Greek Tragedies  Volume 2: Sophocles,Sophocles/David Grene/Richmond Lattimore,4.14,0226307654,9780226307657,eng,472.0,32,6.0,1992-08-01,University of Chicago Press,True,Sophocles,1992.0,8.0,4-4.5,0.1875
34440,Doctor Faustus,Thomas Mann/John E. Woods,4.08,0375701168,9780375701160,eng,535.0,7825,314.0,1999-07-27,Vintage,True,Thomas Mann,1999.0,7.0,4-4.5,0.04012779552715655
34443,Doctor Faustus,Christopher Marlowe/David Wootton,3.8,0872207293,9780872207295,eng,192.0,102,8.0,2005-03-15,Hackett Publishing Company  Inc.,True,Christopher Marlowe,2005.0,3.0,3-4,0.0784313725490196
34444,Doctor Faustus,Thomas Mann/T.J. Reed/H.T. Lowe-Porter,4.08,0679409963,9780679409960,eng,580.0,88,14.0,1992-06-02,Everyman's Library,True,Thomas Mann,1992.0,6.0,4-4.5,0.1590909090909091
34449,The Makioka Sisters,Jun'ichirō Tanizaki/Edward G. Seidensticker,4.03,0679761640,9780679761648,eng,530.0,4596,441.0,1995-09-26,Vintage,True,Jun'ichirō Tanizaki,1995.0,9.0,4-4.5,0.09595300261096605
34452,Many Lives  Many Masters: The True Story of a Prominent Psychiatrist  His Young Patient  and the Past Life Therapy That Changed Both Their Lives,Brian L. Weiss,4.16,0446520594,9780446520591,eng,217.0,24345,1914.0,1996-03-12,Grand Central Publishing,True,Brian L. Weiss,1996.0,3.0,4-4.5,0.07861983980283425
34460,Quicksand,Jun'ichirō Tanizaki/Howard Hibbett,3.65,0679760229,9780679760221,eng,224.0,1060,90.0,1995-06-24,Vintage,True,Jun'ichirō Tanizaki,1995.0,6.0,3-4,0.08490566037735849
34462,Naomi,Jun'ichirō Tanizaki/Anthony H. Chambers,3.69,0375724745,9780375724749,eng,237.0,3825,272.0,2001-04-10,Vintage,True,Jun'ichirō Tanizaki,2001.0,4.0,3-4,0.07111111111111111
34463,Seven Japanese Tales,Jun'ichirō Tanizaki/Howard Hibbett,3.85,0679761071,9780679761075,eng,298.0,1291,86.0,1996-10-01,Vintage,True,Jun'ichirō Tanizaki,1996.0,10.0,3-4,0.06661502711076685
34468,A Cat  a Man  and Two Women,Jun'ichirō Tanizaki/Paul McCarthy,3.8,4770016050,9784770016058,eng,164.0,972,74.0,1992-04-01,Kodansha,True,Jun'ichirō Tanizaki,1992.0,4.0,3-4,0.07613168724279835
34472,The Reed Cutter & Captain Shigemoto's Mother,Jun'ichirō Tanizaki/Anthony H. Chambers,3.67,0679757910,9780679757917,eng,180.0,137,14.0,1995-06-24,Vintage,True,Jun'ichirō Tanizaki,1995.0,6.0,3-4,0.10218978102189781
34473,In Praise of Shadows,Jun'ichirō Tanizaki/Edward G. Seidensticker/Thomas J. Harper/Charles Moore,4.09,0918172020,9780918172020,eng,56.0,6674,480.0,1977-12-01,Leete's Island Books,True,Jun'ichirō Tanizaki,1977.0,12.0,4-4.5,0.0719208870242733
34480,Le chat  son maître et ses deux maîtresses,Jun'ichirō Tanizaki,3.8,2070401677,9782070401673,fre,210.0,29,2.0,1997-01-23,Gallimard,True,Jun'ichirō Tanizaki,1997.0,1.0,3-4,0.06896551724137931
34484,Small Gods (Discworld  #13),Terry Pratchett,4.29,0552152978,9780552152976,eng,400.0,83353,1758.0,2005-08-01,Corgi,True,Terry Pratchett,2005.0,8.0,4-4.5,0.02109102251868559
34492,Wintersmith (Discworld  #35; Tiffany Aching  #3),Terry Pratchett,4.24,0060890312,9780060890315,eng,325.0,42146,1230.0,2006-10-01,HarperTempest,True,Terry Pratchett,2006.0,10.0,4-4.5,0.02918426422436293
34493,Strata,Terry Pratchett,3.49,0552133256,9780552133258,eng,285.0,9019,265.0,1988-04-22,Corgi,True,Terry Pratchett,1988.0,4.0,3-4,0.02938241490187382
34495,The Bromeliad Trilogy (Omnibus: Truckers / Diggers / Wings),Terry Pratchett,4.07,0060094931,9780060094935,eng,502.0,5761,191.0,2003-09-30,HarperCollins,True,Terry Pratchett,2003.0,9.0,4-4.5,0.033153966325290746
34497,The Color of Magic (Discworld  #1; Rincewind  #1),Terry Pratchett,4.0,0060855924,9780060855925,eng,228.0,239617,4478.0,2005-09-13,Harper,True,Terry Pratchett,2005.0,9.0,3-4,0.01868815651644082
34498,The Truth (Discworld  #25; Industrial Revolution  #2),Terry Pratchett,4.27,0413771164,9780413771162,eng,336.0,43964,880.0,2002-02-21,Bloomsbury Methuen Drama,True,Terry Pratchett,2002.0,2.0,4-4.5,0.020016377035756528
34501,A Hat Full of Sky (Discworld  #32; Tiffany Aching  #2),Terry Pratchett,4.3,055255264X,9780552552646,eng,352.0,51562,1294.0,2005-05-05,Corgi Childrens,True,Terry Pratchett,2005.0,5.0,4-4.5,0.025096000930918117
34503,The Last Hero (Discworld #27; Rincewind #7),Terry Pratchett/Paul Kidby,4.17,0060507772,9780060507770,eng,176.0,26427,517.0,2002-08-20,Harper Voyager,True,Terry Pratchett,2002.0,8.0,4-4.5,0.0195633253869149
34504,Wyrd Sisters (Discworld  #6; Witches #2),Terry Pratchett,4.13,0061020664,9780061020667,eng,265.0,72785,1911.0,2001-02-06,Hartorch,True,Terry Pratchett,2001.0,2.0,4-4.5,0.026255409768496257
34505,A Tourist Guide to Lancre,Terry Pratchett/Stephen Briggs/Paul Kidby,4.06,0552146080,9780552146081,eng,32.0,1640,19.0,1998-05-01,Transworld Publishers,True,Terry Pratchett,1998.0,5.0,4-4.5,0.011585365853658536
34506,The Light Fantastic (Discworld  #2; Rincewind #2),Terry Pratchett,3.97,0061020702,9780061020704,eng,277.0,91479,2031.0,2000-02-02,HarperTorch,True,Terry Pratchett,2000.0,2.0,3-4,0.022201816810415505
34507,Equal Rites (Discworld  #3; Witches  #1),Terry Pratchett,4.03,0060855908,9780060855901,eng,228.0,110062,2261.0,2005-09-13,Harper Perennial,True,Terry Pratchett,2005.0,9.0,4-4.5,0.020542966691501154
34508,Interesting Times: The Play,Stephen Briggs/Terry Pratchett,4.15,0413772195,9780413772190,eng,102.0,21339,176.0,2002-07-04,Bloomsbury Methuen Drama,True,Stephen Briggs,2002.0,7.0,4-4.5,0.008247809175687707
34509,Nanny Ogg's Cookbook,Terry Pratchett/Stephen Briggs/Tina Hannan/Paul Kidby,4.0,0552146730,9780552146739,eng,176.0,5517,143.0,2001-11-01,Corgi,True,Terry Pratchett,2001.0,11.0,3-4,0.02591988399492478
34510,Moving Pictures (Discworld  #10; Industrial Revolution  #1),Terry Pratchett,3.94,0552152943,9780552152945,eng,396.0,52713,817.0,2005-04-01,Corgi,True,Terry Pratchett,2005.0,4.0,3-4,0.015499023011401361
34515,Darwin's Watch (The Science of Discworld  #3),Terry Pratchett/Ian Stewart/Jack Cohen,3.94,0091898242,9780091898243,eng,344.0,3601,95.0,2006-08-03,Ebury Press,True,Terry Pratchett,2006.0,8.0,3-4,0.02638156067758956
34517,Reaper Man (Discworld  #11; Death  #2),Terry Pratchett,4.28,0552152951,9780552152952,eng,352.0,63287,1445.0,2005-04-01,Corgi,True,Terry Pratchett,2005.0,4.0,4-4.5,0.022832493245058226
34521,Only You Can Save Mankind (Johnny Maxwell  #1),Terry Pratchett,3.72,0060541873,9780060541873,eng,210.0,9778,317.0,2006-07-25,HarperTrophy,True,Terry Pratchett,2006.0,7.0,3-4,0.03241971773368787
34523,The Flying Sorcerers: More Comic Tales of Fantasy,Peter Haining/Roald Dahl/Terry Pratchett/Angela Carter/Arthur C. Clarke/Kurt Vonnegut Jr./C.S. Lewis/P.G. Wodehouse/Michael Moorcock/L. Sprague de Camp/Fletcher Pratt/Eric Knight/Mervyn Peake/Piers Anthony/John Collier/Fredric Brown/Nelson S. Bond/Thomas M. Disch/Robert Bloch/Stephen Leacock/John Wyndham/Stanisław Lem/Cordwainer Smith/Robert Sheckley/William F. Nolan/Harry Harrison,3.99,1857237250,9781857237252,eng,383.0,2226,19.0,1999-02-04,Orbit,True,Peter Haining,1999.0,2.0,3-4,0.008535489667565139
34524,Where's My Cow? (Discworld  #34.5),Terry Pratchett/Melvyn Grant,4.11,038560937X,9780385609371,eng,32.0,9116,294.0,2005-10-01,Doubleday,True,Terry Pratchett,2005.0,10.0,4-4.5,0.032250987275120664
34529,Lords and Ladies (Discworld  #14; Witches #4),Terry Pratchett,4.17,055215315X,9780552153157,eng,400.0,53721,814.0,2005-08-01,Corgi,True,Terry Pratchett,2005.0,8.0,4-4.5,0.015152361273989688
34530,Guards! Guards! (Discworld  #8),Terry Pratchett,4.33,0613572173,9780613572170,eng,355.0,67,2.0,2001-07-31,Turtleback Books,True,Terry Pratchett,2001.0,7.0,4-4.5,0.029850746268656716
34532,Hogfather (Discworld  #20; Death  #4),Terry Pratchett,4.23,0552154288,9780552154284,eng,432.0,60162,1373.0,2006-10-02,Corgi,True,Terry Pratchett,2006.0,10.0,4-4.5,0.022821714703633523
34534,The Amazing Maurice and His Educated Rodents (Discworld  #28),Terry Pratchett,4.05,006001234X,9780060012342,eng,256.0,29309,952.0,2001-11-06,HarperCollins,True,Terry Pratchett,2001.0,11.0,4-4.5,0.032481490327203245
34535,Rincewind the Wizzard,Terry Pratchett,4.21,0739403451,9780739403457,eng,649.0,1585,24.0,1999-01-01,Science Fiction Book Club,True,Terry Pratchett,1999.0,1.0,4-4.5,0.015141955835962145
34539,Going Postal (Discworld  #33),Terry Pratchett,4.38,0060013133,9780060013134,eng,377.0,969,114.0,2004-09-28,Harper,True,Terry Pratchett,2004.0,9.0,4-4.5,0.11764705882352941
34540,The Last Hero: A Discworld Fable (Discworld  #27),Terry Pratchett/Paul Kidby,4.17,057506885X,9780575068858,eng,160.0,830,83.0,2001-10-18,Gollancz,True,Terry Pratchett,2001.0,10.0,4-4.5,0.1
34541,Carpe Jugulum (Discworld #23; Witches #6),Terry Pratchett,4.14,0061051586,9780061051586,eng,296.0,41899,746.0,1999-09-08,Harper Voyager,True,Terry Pratchett,1999.0,9.0,4-4.5,0.017804720876393232
34542,Truckers (Bromeliad Trilogy  #1),Terry Pratchett,3.92,0060094966,9780060094966,eng,261.0,7464,176.0,2004-04-01,HarperCollins,True,Terry Pratchett,2004.0,4.0,3-4,0.023579849946409433
34544,X-Statix  Volume 1: Good Omens,Peter Milligan/Mike Allred/Paul Pope,3.97,0785110593,9780785110590,eng,128.0,400,17.0,2003-01-01,Marvel,True,Peter Milligan,2003.0,1.0,3-4,0.0425
34545,Elliott Erwitt: Snaps,Murray Sayle/Charles Flowers/Elliott Erwitt,4.72,071484330X,9780714843308,eng,544.0,102,6.0,2003-06-01,Phaidon Press,True,Murray Sayle,2003.0,6.0,4.5-5,0.058823529411764705
34548,If Chins Could Kill: Confessions of a B Movie Actor,Bruce Campbell,4.0,0312291450,9780312291457,eng,344.0,13622,731.0,2002-08-24,L.A. Weekly Books,True,Bruce Campbell,2002.0,8.0,3-4,0.05366319189546322
34558,Real Ultimate Power: The Official Ninja Book,Robert  Hamburger,4.0,080652569X,9780806525693,eng,193.0,997,117.0,2004-07-01,Citadel,True,Robert  Hamburger,2004.0,7.0,3-4,0.11735205616850551
34570,Team Yankee,Harold Coyle,4.07,0425110427,9780425110423,eng,330.0,8870,131.0,1988-09-01,Berkley,True,Harold Coyle,1988.0,9.0,4-4.5,0.014768883878241263
34578,At Sword's Point (Knights of the Blood  #2),Scott MacMillan/Katherine Kurtz,3.52,0451454073,9780451454072,eng,352.0,185,8.0,1994-08-01,Roc,True,Scott MacMillan,1994.0,8.0,3-4,0.043243243243243246
34596,Treasure of Khan (Dirk Pitt  #19),Clive Cussler/Dirk Cussler,3.91,0399153691,9780399153693,eng,552.0,10987,332.0,2006-11-28,G.P. Putnam's Sons,True,Clive Cussler,2006.0,11.0,3-4,0.030217529807954856
34600,The Treasure Principle: Unlocking the Secret of Joyful Giving,Randy Alcorn,4.13,1590525086,9781590525081,eng,120.0,4088,290.0,2001-10-09,Multnomah,True,Randy Alcorn,2001.0,10.0,4-4.5,0.07093933463796477
34601,Snow Treasure,Marie McSwigan/Mary Reardon,3.97,0142402249,9780142402245,eng,208.0,5279,489.0,2006-10-05,Puffin Books,True,Marie McSwigan,2006.0,10.0,3-4,0.09263118014775526
34605,The Damnation Game,Clive Barker,3.82,0425188930,9780425188934,eng,433.0,15857,350.0,2002-11-05,Berkley Books,True,Clive Barker,2002.0,11.0,3-4,0.022072270921359653
34607,The Damnation Game,Clive Barker,3.82,0517681137,9780517681138,eng,374.0,0,0.0,1989-01-13,Random House,True,Clive Barker,1989.0,1.0,3-4,
34612,Texas Hold'em for Dummies,Mark Harlan,3.82,047004604X,9780470046043,eng,267.0,103,8.0,2006-10-01,Wiley Publishing,True,Mark Harlan,2006.0,10.0,3-4,0.07766990291262135
34627,Soldiers of Destruction: The SS Death's Head Division  1933-1945,Charles W. Sydnor Jr.,3.99,0691008531,9780691008530,eng,375.0,71,7.0,1990-05-21,Princeton University Press,True,Charles W. Sydnor Jr.,1990.0,5.0,3-4,0.09859154929577464
34628,Spy Catcher: The Candid Autobiography of a Senior Intelligence Officer,Peter Maurice Wright/Paul Greengrass,3.73,0670820555,9780670820559,eng,392.0,159,22.0,1987-07-30,Viking Penguin Inc.,True,Peter Maurice Wright,1987.0,7.0,3-4,0.13836477987421383
34637,Nobody Loves a Centurion (SPQR  #6),John Maddox Roberts,4.14,0312320191,9780312320195,eng,288.0,641,25.0,2003-10-10,St. Martin's Griffin,True,John Maddox Roberts,2003.0,10.0,4-4.5,0.0390015600624025
34641,The Centurion's Empire,Sean McMullen,3.61,0812564758,9780812564754,eng,416.0,157,11.0,1999-05-15,Tor Science Fiction,True,Sean McMullen,1999.0,5.0,3-4,0.07006369426751592
34646,The Centurions (The Centurions  #1),Damion Hunter,4.14,0345296915,9780345296917,eng,384.0,44,7.0,1981-11-12,Ballantine Books,True,Damion Hunter,1981.0,11.0,4-4.5,0.1590909090909091
34657,The Heights of Courage: A Tank Leader's War on the Golan,Avigdor Kahalani,4.2,0275942694,9780275942694,eng,234.0,106,11.0,1992-02-28,Praeger Publishers,True,Avigdor Kahalani,1992.0,2.0,4-4.5,0.10377358490566038
34658,Shattered Sword: The Untold Story of the Battle of Midway,Jonathan Parshall/Anthony Tully,4.42,1574889230,9781574889239,eng,612.0,1876,161.0,2005-11-01,Potomac Books,True,Jonathan Parshall,2005.0,11.0,4-4.5,0.08582089552238806
34662,Shattered Air: A True Account of Catastrophe and Courage on Yosemite's Half Dome,Bob Madgic/William L. Crary/Adrian Esteban,3.77,1580801420,9781580801423,eng,264.0,501,76.0,2007-02-06,Burford Books,True,Bob Madgic,2007.0,2.0,3-4,0.15169660678642716
34663,Shattered Bonds: The Color of Child Welfare,Dorothy Roberts,4.19,0465070590,9780465070596,eng,352.0,153,10.0,2002-12-25,Civitas Books,True,Dorothy Roberts,2002.0,12.0,4-4.5,0.06535947712418301
34672,Shattered Dance,Caitlin Brennan,3.91,037380248X,9780373802487,eng,442.0,426,12.0,2006-09-26,Luna Books,True,Caitlin Brennan,2006.0,9.0,3-4,0.028169014084507043
34678,The Shattered Land (Eberron: The Dreaming Dark  #2),Keith Baker,3.65,0786938218,9780786938216,eng,374.0,515,21.0,2006-02-07,Wizards of the Coast,True,Keith Baker,2006.0,2.0,3-4,0.040776699029126215
34687,Koko's Kitten,Francine Patterson/Ronald H. Cohn,4.3,0590444255,9780590444255,eng,32.0,963,92.0,1987-06-01,Scholastic Press,True,Francine Patterson,1987.0,6.0,4-4.5,0.09553478712357218
34706,13th Directorate,Barry Chubin,2.62,0804104557,9780804104555,eng,,8,1.0,1989-02-28,Ivy Books,True,Barry Chubin,1989.0,2.0,2-3,0.125
34708,The Aviators (Brotherhood of War  #8),W.E.B. Griffin,4.25,0515100536,9780515100532,eng,464.0,2567,33.0,1989-05-01,G.P. Putnam's Sons,True,W.E.B. Griffin,1989.0,5.0,4-4.5,0.012855473315153876
34760,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,4.03,034546639X,9780345466396,eng,240.0,17354,650.0,2004-05-04,Ballantine Books,True,Robert Fulghum,2004.0,5.0,4-4.5,0.03745534170796358
34762,Legends  Lies  Cherished Myths of World History,Richard Shenkman,3.47,0060922559,9780060922559,eng,320.0,222,16.0,2011-11-29,William Morrow Paperbacks,True,Richard Shenkman,2011.0,11.0,3-4,0.07207207207207207
34766,Trevayne,Robert Ludlum,3.62,0752858629,9780752858623,eng,528.0,20,1.0,2004-10-07,Orion,True,Robert Ludlum,2004.0,10.0,3-4,0.05
34768,Trevayne,Jonathan Ryder/Robert Ludlum,3.62,044019069X,9780440190691,eng,469.0,9,0.0,1986-06-01,Dell,True,Jonathan Ryder,1986.0,6.0,3-4,0.0
34771,Red Phoenix,Larry Bond,4.02,0751504351,9780751504354,eng,791.0,26,2.0,1995-04-25,Warner Books (NY),True,Larry Bond,1995.0,4.0,4-4.5,0.07692307692307693
34783,Boomers  Xers  and Other Strangers: Understanding the Generational Differences that Divide Us,Rick Hicks/Kathy Hicks,3.36,1561796778,9781561796779,eng,384.0,28,4.0,1999-10-01,Focus on the Family Publishing,True,Rick Hicks,1999.0,10.0,3-4,0.14285714285714285
34789,The Boomer Bible,R.F. Laird,4.23,1563050757,9781563050756,eng,880.0,209,28.0,1991-01-10,Workman Publishing Company,True,R.F. Laird,1991.0,1.0,4-4.5,0.1339712918660287
34816,A Matter of Trust (Justice  #0),Radclyffe,4.21,1933110333,9781933110332,eng,240.0,942,26.0,2006-02-01,Bold Strokes Books,True,Radclyffe,2006.0,2.0,4-4.5,0.027600849256900213
34819,A Matter of Trust: The Case of the Mesmerizing Boss / The Case of the Confirmed Bachelor,Diana Palmer,4.04,0373771835,9780373771837,eng,440.0,193,3.0,2005-12-27,Harlequin Books,True,Diana Palmer,2005.0,12.0,4-4.5,0.015544041450777202
34833,A Matter Of Trust,Deb Stover,3.31,0821764608,9780821764602,eng,256.0,4,0.0,2000-01-01,Kensington,True,Deb Stover,2000.0,1.0,3-4,0.0
34835,A Matter of Trust,Penny Jordan,2.61,0373117191,9780373117192,eng,224.0,36,5.0,1994-12-23,Harlequin Presents,True,Penny Jordan,1994.0,12.0,2-3,0.1388888888888889
34844,Mortal Fear (Mississippi #1),Greg Iles,4.0,0451180410,9780451180414,eng,704.0,566,59.0,1998-02-01,Signet,True,Greg Iles,1998.0,2.0,3-4,0.10424028268551237
34845,Mortal Fear,Robin Cook,3.75,0330307606,9780330307604,eng,364.0,3996,80.0,1989-03-23,Pan,True,Robin Cook,1989.0,3.0,3-4,0.02002002002002002
34852,Murder On The Glitter Box (Steve Allen Mystery #3),Steve Allen,3.6,1575662450,9781575662459,eng,348.0,98,9.0,1998-01-01,Kensington,True,Steve Allen,1998.0,1.0,3-4,0.09183673469387756
34856,Lonesome Dove,Larry McMurtry,4.49,068487122X,9780684871226,eng,864.0,505,63.0,2000-11-10,Simon & Schuster,True,Larry McMurtry,2000.0,11.0,4-4.5,0.12475247524752475
